epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,167.319,1.5737,1.926,0.01647,0.89362,0.65453,0.87307,0.69371,1.51143,1.21989,0.01021,2.40837e-05,2.40837e-05,2.40837e-05
30,172.736,0.91088,1.88075,0.01145,0.89362,0.65453,0.87307,0.69371,1.51143,1.21989,0.01021,2.46022e-05,2.46022e-05,2.46022e-05
31,178.542,0.9809,1.85288,0.01178,0.74219,0.67373,0.83534,0.68196,1.51446,1.25007,0.01014,2.50971e-05,2.50971e-05,2.50971e-05
32,184.223,1.08018,2.04721,0.01046,0.74219,0.67373,0.83534,0.68196,1.51446,1.25007,0.01014,2.55685e-05,2.55685e-05,2.55685e-05
33,189.977,1.14473,2.18701,0.01634,0.73753,0.67793,0.83643,0.6834,1.53376,1.21648,0.01029,2.60163e-05,2.60163e-05,2.60163e-05
34,195.589,0.97225,1.35709,0.02018,0.73753,0.67793,0.83643,0.6834,1.53376,1.21648,0.01029,2.64405e-05,2.64405e-05,2.64405e-05
35,202.473,1.08923,1.82697,0.01186,0.70627,0.67559,0.83286,0.67244,1.55201,1.25244,0.01044,2.68412e-05,2.68412e-05,2.68412e-05
36,208.369,0.9849,1.59739,0.0126,0.70627,0.67559,0.83286,0.67244,1.55201,1.25244,0.01044,2.72183e-05,2.72183e-05,2.72183e-05
37,213.797,1.03445,2.36576,0.02221,0.70138,0.67648,0.80864,0.6604,1.56502,1.27474,0.01047,2.75718e-05,2.75718e-05,2.75718e-05
38,219.67,1.25367,1.78662,0.0156,0.70138,0.67648,0.80864,0.6604,1.56502,1.27474,0.01047,2.79018e-05,2.79018e-05,2.79018e-05
39,225.292,1.14503,2.66336,0.01897,0.66205,0.66667,0.80489,0.65699,1.62296,1.19392,0.01071,2.82082e-05,2.82082e-05,2.82082e-05
40,230.899,1.45607,2.29249,0.02167,0.66205,0.66667,0.80489,0.65699,1.62296,1.19392,0.01071,2.84911e-05,2.84911e-05,2.84911e-05
41,237.231,1.05512,1.64989,0.01364,0.70345,0.66667,0.80298,0.65482,1.63423,1.19123,0.01084,2.87504e-05,2.87504e-05,2.87504e-05
42,242.604,1.12299,1.65546,0.01733,0.70345,0.66667,0.80298,0.65482,1.63423,1.19123,0.01084,2.89861e-05,2.89861e-05,2.89861e-05
43,247.989,0.47708,2.91985,0.00952,0.69196,0.67241,0.80379,0.65574,1.63195,1.22929,0.01072,2.91983e-05,2.91983e-05,2.91983e-05
44,253.447,0.99769,1.45624,0.01364,0.69196,0.67241,0.80379,0.65574,1.63195,1.22929,0.01072,2.93869e-05,2.93869e-05,2.93869e-05
45,259.266,0.62151,1.59155,0.01046,0.66946,0.67474,0.80373,0.64843,1.63265,1.26601,0.01067,2.9552e-05,2.9552e-05,2.9552e-05
46,264.679,1.31262,1.81364,0.02222,0.66946,0.67474,0.80373,0.64843,1.63265,1.26601,0.01067,2.96935e-05,2.96935e-05,2.96935e-05
47,270.457,1.02237,1.2202,0.01112,0.69026,0.67484,0.79265,0.64048,1.64841,1.30098,0.01149,2.98114e-05,2.98114e-05,2.98114e-05
48,276.575,1.02186,1.3621,0.01356,0.69026,0.67484,0.79265,0.64048,1.64841,1.30098,0.01149,2.99058e-05,2.99058e-05,2.99058e-05
49,282.222,1.18162,1.65908,0.01441,0.68042,0.67907,0.80669,0.62718,1.6689,1.24053,0.01184,2.99766e-05,2.99766e-05,2.99766e-05
50,287.916,1.08629,1.08884,0.01329,0.68042,0.67907,0.80669,0.62718,1.6689,1.24053,0.01184,3.00238e-05,3.00238e-05,3.00238e-05
51,293.651,0.92756,1.27021,0.01052,0.68392,0.66522,0.80368,0.62164,1.69072,1.26335,0.01235,3.00475e-05,3.00475e-05,3.00475e-05
52,299.302,1.07421,1.05048,0.00953,0.68392,0.66522,0.80368,0.62164,1.69072,1.26335,0.01235,3.00476e-05,3.00476e-05,3.00476e-05
53,305.324,0.79431,1.27667,0.01236,0.68392,0.66522,0.80368,0.62164,1.69072,1.26335,0.01235,3.00242e-05,3.00242e-05,3.00242e-05
54,310.92,1.08403,1.82282,0.01844,0.79466,0.65922,0.87274,0.66294,1.70687,1.22063,0.01255,2.99772e-05,2.99772e-05,2.99772e-05
55,316.221,1.07667,1.31614,0.01102,0.79466,0.65922,0.87274,0.66294,1.70687,1.22063,0.01255,2.99066e-05,2.99066e-05,2.99066e-05
56,321.51,0.83543,1.61138,0.00837,0.79466,0.65922,0.87274,0.66294,1.70687,1.22063,0.01255,2.98125e-05,2.98125e-05,2.98125e-05
57,327.148,0.81927,1.07783,0.00982,0.86909,0.65208,0.87274,0.67118,1.70378,1.21502,0.01243,2.96948e-05,2.96948e-05,2.96948e-05
58,332.341,0.81809,1.08798,0.00764,0.86909,0.65208,0.87274,0.67118,1.70378,1.21502,0.01243,2.95535e-05,2.95535e-05,2.95535e-05
59,337.614,1.10464,1.37612,0.01613,0.86909,0.65208,0.87274,0.67118,1.70378,1.21502,0.01243,2.93887e-05,2.93887e-05,2.93887e-05
60,343.035,1.11466,1.88955,0.01823,0.67243,0.66665,0.87171,0.65346,1.69263,1.28027,0.01297,2.92003e-05,2.92003e-05,2.92003e-05
61,348.816,0.70714,1.11128,0.00768,0.67243,0.66665,0.87171,0.65346,1.69263,1.28027,0.01297,2.89884e-05,2.89884e-05,2.89884e-05
62,354.428,0.89578,0.98105,0.01561,0.67243,0.66665,0.87171,0.65346,1.69263,1.28027,0.01297,2.87529e-05,2.87529e-05,2.87529e-05
63,360.075,1.44957,2.99186,0.03051,0.61406,0.66961,0.78984,0.57975,1.70123,1.3311,0.01309,2.84938e-05,2.84938e-05,2.84938e-05
64,365.345,0.87097,1.27491,0.00812,0.61406,0.66961,0.78984,0.57975,1.70123,1.3311,0.01309,2.82112e-05,2.82112e-05,2.82112e-05
65,371.007,1.05589,1.13739,0.0115,0.61406,0.66961,0.78984,0.57975,1.70123,1.3311,0.01309,2.7905e-05,2.7905e-05,2.7905e-05
66,377.022,0.76074,0.83059,0.01283,0.62311,0.66395,0.78608,0.57812,1.73179,1.33873,0.01345,2.75753e-05,2.75753e-05,2.75753e-05
67,382.66,0.88596,0.72356,0.00821,0.62311,0.66395,0.78608,0.57812,1.73179,1.33873,0.01345,2.7222e-05,2.7222e-05,2.7222e-05
68,387.888,1.1342,1.4732,0.01324,0.62311,0.66395,0.78608,0.57812,1.73179,1.33873,0.01345,2.68451e-05,2.68451e-05,2.68451e-05
69,393.153,0.91349,0.97808,0.01263,0.59349,0.66479,0.78605,0.56758,1.74912,1.38425,0.01381,2.64447e-05,2.64447e-05,2.64447e-05
70,398.73,1.30225,1.98505,0.02069,0.59349,0.66479,0.78605,0.56758,1.74912,1.38425,0.01381,2.60207e-05,2.60207e-05,2.60207e-05
71,404.298,0.8089,0.93964,0.0077,0.59349,0.66479,0.78605,0.56758,1.74912,1.38425,0.01381,2.55731e-05,2.55731e-05,2.55731e-05
72,409.872,0.98723,0.82927,0.00892,0.62847,0.68262,0.78565,0.56742,1.72697,1.35934,0.01358,2.5102e-05,2.5102e-05,2.5102e-05
73,415.326,0.7779,1.18586,0.0101,0.62847,0.68262,0.78565,0.56742,1.72697,1.35934,0.01358,2.46073e-05,2.46073e-05,2.46073e-05
74,420.995,0.93362,1.19112,0.01092,0.62847,0.68262,0.78565,0.56742,1.72697,1.35934,0.01358,2.40891e-05,2.40891e-05,2.40891e-05
75,426.758,1.18995,1.48642,0.02017,0.90839,0.47787,0.78407,0.56697,1.78302,1.31546,0.0144,2.35472e-05,2.35472e-05,2.35472e-05
76,432.693,0.95504,0.88008,0.01129,0.90839,0.47787,0.78407,0.56697,1.78302,1.31546,0.0144,2.29819e-05,2.29819e-05,2.29819e-05
77,438.518,1.02179,0.98884,0.01084,0.90839,0.47787,0.78407,0.56697,1.78302,1.31546,0.0144,2.23929e-05,2.23929e-05,2.23929e-05
78,444.361,1.19212,1.52486,0.01533,0.7606,0.4724,0.76569,0.54312,1.80153,1.38385,0.01489,2.17805e-05,2.17805e-05,2.17805e-05
79,450.023,0.69729,0.77491,0.00752,0.7606,0.4724,0.76569,0.54312,1.80153,1.38385,0.01489,2.11444e-05,2.11444e-05,2.11444e-05
80,455.803,0.93474,0.8306,0.01138,0.7606,0.4724,0.76569,0.54312,1.80153,1.38385,0.01489,2.04848e-05,2.04848e-05,2.04848e-05
81,461.093,0.8693,0.90955,0.01483,0.77156,0.46432,0.75687,0.54238,1.70217,1.48512,0.01413,1.98016e-05,1.98016e-05,1.98016e-05
82,466.395,0.8006,0.53044,0.01276,0.77156,0.46432,0.75687,0.54238,1.70217,1.48512,0.01413,1.90949e-05,1.90949e-05,1.90949e-05
83,472.028,0.96174,1.87345,0.01264,0.77156,0.46432,0.75687,0.54238,1.70217,1.48512,0.01413,1.83646e-05,1.83646e-05,1.83646e-05
84,478.051,0.73206,0.95685,0.01134,0.94098,0.46546,0.70116,0.49404,1.71897,1.60557,0.01467,1.76107e-05,1.76107e-05,1.76107e-05
85,483.921,0.82392,1.36291,0.0092,0.94098,0.46546,0.70116,0.49404,1.71897,1.60557,0.01467,1.68333e-05,1.68333e-05,1.68333e-05
86,489.271,1.14708,1.96818,0.02216,0.94098,0.46546,0.70116,0.49404,1.71897,1.60557,0.01467,1.60323e-05,1.60323e-05,1.60323e-05
87,494.839,1.09665,1.36665,0.01342,0.94098,0.46546,0.70116,0.49404,1.71897,1.60557,0.01467,1.52077e-05,1.52077e-05,1.52077e-05
88,501.329,1.01966,1.26066,0.01485,0.67515,0.48279,0.67382,0.4601,1.68055,1.72587,0.01404,1.43596e-05,1.43596e-05,1.43596e-05
89,507.175,1.18817,1.62993,0.01681,0.67515,0.48279,0.67382,0.4601,1.68055,1.72587,0.01404,1.34879e-05,1.34879e-05,1.34879e-05
90,512.653,0.86457,1.04263,0.00911,0.67515,0.48279,0.67382,0.4601,1.68055,1.72587,0.01404,1.25927e-05,1.25927e-05,1.25927e-05
91,518.146,0.65209,0.48415,0.00927,0.67515,0.48279,0.67382,0.4601,1.68055,1.72587,0.01404,1.16739e-05,1.16739e-05,1.16739e-05
92,523.428,0.53441,0.52849,0.00587,0.59658,0.49977,0.67107,0.47553,1.82107,1.54448,0.01524,1.07315e-05,1.07315e-05,1.07315e-05
93,529.381,0.88859,0.90963,0.01673,0.59658,0.49977,0.67107,0.47553,1.82107,1.54448,0.01524,9.76562e-06,9.76562e-06,9.76562e-06
94,534.841,0.62532,0.50499,0.00627,0.59658,0.49977,0.67107,0.47553,1.82107,1.54448,0.01524,8.77613e-06,8.77613e-06,8.77613e-06
95,540.589,1.13538,0.92543,0.01908,0.59658,0.49977,0.67107,0.47553,1.82107,1.54448,0.01524,7.76308e-06,7.76308e-06,7.76308e-06
96,546.202,0.79783,0.52255,0.01189,0.56469,0.49834,0.65723,0.47682,1.84954,1.51333,0.01586,6.72648e-06,6.72648e-06,6.72648e-06
97,551.405,0.64413,0.40654,0.00707,0.56469,0.49834,0.65723,0.47682,1.84954,1.51333,0.01586,5.6663e-06,5.6663e-06,5.6663e-06
98,556.693,0.79134,0.6114,0.01447,0.56469,0.49834,0.65723,0.47682,1.84954,1.51333,0.01586,4.58257e-06,4.58257e-06,4.58257e-06
99,562.303,0.84902,0.58304,0.00989,0.56469,0.49834,0.65723,0.47682,1.84954,1.51333,0.01586,3.47528e-06,3.47528e-06,3.47528e-06
100,567.626,0.68445,0.60909,0.00667,0.56479,0.49949,0.68542,0.49066,1.80127,1.48052,0.01498,2.34442e-06,2.34442e-06,2.34442e-06
