epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,373.42,1.91877,2.2432,0.00347,0.55163,0.13428,0.08796,0.04668,1.79489,2.15494,0.00357,0.000600902,0.000600902,0.000600902
18,396.009,1.95586,2.1167,0.00328,0.54925,0.11853,0.07991,0.04043,1.83868,2.27999,0.00363,0.000593834,0.000593834,0.000593834
19,417.041,1.83626,2.1807,0.00361,0.57093,0.11634,0.08584,0.04258,1.73961,2.18868,0.00346,0.000586765,0.000586765,0.000586765
20,438.386,1.79728,2.14537,0.0039,0.57577,0.11011,0.09337,0.04862,1.7948,2.08207,0.00359,0.000579697,0.000579697,0.000579697
21,459.693,1.81169,2.05503,0.00335,0.60333,0.10555,0.0989,0.05313,1.80504,1.98921,0.0036,0.000572628,0.000572628,0.000572628
22,480.975,1.90772,2.02209,0.00325,0.59221,0.11054,0.10541,0.05855,1.78074,1.93885,0.00353,0.000565559,0.000565559,0.000565559
23,503.243,1.86902,1.94113,0.00329,0.44399,0.14211,0.11359,0.06389,1.71189,1.91673,0.00338,0.000558491,0.000558491,0.000558491
24,524.793,1.89634,2.16171,0.00357,0.34295,0.15039,0.11321,0.06246,1.70843,1.96245,0.00335,0.000551422,0.000551422,0.000551422
25,546.05,1.92432,1.93471,0.00313,0.33169,0.16542,0.113,0.06008,1.73841,1.97013,0.0034,0.000544354,0.000544354,0.000544354
26,568.434,1.85909,1.88442,0.00322,0.45851,0.169,0.12098,0.06513,1.71599,1.88584,0.0034,0.000537285,0.000537285,0.000537285
27,589.673,1.77276,1.79724,0.00307,0.34145,0.21329,0.12546,0.06857,1.71523,1.80821,0.00335,0.000530216,0.000530216,0.000530216
28,611.166,1.92178,1.88372,0.0031,0.36248,0.22607,0.12928,0.06857,1.70873,1.76786,0.00334,0.000523148,0.000523148,0.000523148
29,632.368,1.92019,1.84102,0.00311,0.25886,0.23034,0.13336,0.07025,1.69796,1.77296,0.00331,0.000516079,0.000516079,0.000516079
30,654.778,1.8927,2.01843,0.00345,0.38119,0.21455,0.12863,0.06477,1.73803,1.80702,0.00338,0.000509011,0.000509011,0.000509011
31,676.591,1.75416,1.81971,0.00318,0.38127,0.20761,0.13515,0.07053,1.67821,1.76555,0.00326,0.000501942,0.000501942,0.000501942
32,699.668,1.94069,1.80087,0.00314,0.38305,0.207,0.13418,0.06999,1.73231,1.75142,0.00333,0.000494873,0.000494873,0.000494873
33,721.836,1.90662,1.75013,0.00301,0.37002,0.20041,0.13646,0.07161,1.73844,1.74306,0.00335,0.000487805,0.000487805,0.000487805
34,744.346,1.94508,1.74119,0.00316,0.39606,0.1948,0.14567,0.07996,1.6714,1.69694,0.00326,0.000480736,0.000480736,0.000480736
35,766.396,1.8256,1.72343,0.00314,0.38971,0.19066,0.14635,0.08104,1.69417,1.685,0.00334,0.000473668,0.000473668,0.000473668
36,788.531,1.88222,1.78635,0.0031,0.39506,0.20873,0.14957,0.08592,1.65985,1.66644,0.00323,0.000466599,0.000466599,0.000466599
37,809.781,1.82353,1.68451,0.00304,0.41615,0.20697,0.15125,0.0872,1.66402,1.64699,0.00327,0.00045953,0.00045953,0.00045953
38,831.69,1.89856,1.72126,0.00298,0.42265,0.20922,0.15641,0.09003,1.68374,1.63658,0.00325,0.000452462,0.000452462,0.000452462
39,853.482,1.92715,1.68094,0.00308,0.54711,0.17974,0.16253,0.09421,1.67169,1.62354,0.00321,0.000445393,0.000445393,0.000445393
40,875.826,1.78631,1.6553,0.00305,0.45827,0.17112,0.16506,0.09644,1.65921,1.61834,0.00327,0.000438325,0.000438325,0.000438325
41,897.643,1.77281,1.6948,0.00315,0.55109,0.16507,0.16635,0.09683,1.6603,1.6122,0.00331,0.000431256,0.000431256,0.000431256
42,920.032,1.82155,1.77895,0.00367,0.53913,0.17042,0.16799,0.09904,1.68002,1.60274,0.00325,0.000424187,0.000424187,0.000424187
43,942.989,1.80691,1.61873,0.00309,0.4177,0.20122,0.17294,0.10149,1.67616,1.59981,0.00324,0.000417119,0.000417119,0.000417119
44,965.636,1.81488,1.67023,0.00295,0.55599,0.18294,0.17565,0.10487,1.65215,1.58165,0.00322,0.00041005,0.00041005,0.00041005
45,988.735,1.79206,1.65911,0.00305,0.56086,0.17674,0.17741,0.10564,1.65784,1.5701,0.00321,0.000402982,0.000402982,0.000402982
46,1011.56,1.83024,1.63272,0.00291,0.54129,0.18655,0.17897,0.10736,1.64209,1.55624,0.00315,0.000395913,0.000395913,0.000395913
47,1035.58,1.91935,1.61585,0.00294,0.54558,0.19062,0.17676,0.10607,1.65432,1.55797,0.00316,0.000388844,0.000388844,0.000388844
48,1057.22,1.83006,1.71155,0.00326,0.56767,0.17984,0.1769,0.1069,1.65213,1.55981,0.00318,0.000381776,0.000381776,0.000381776
49,1079.22,1.76153,1.78719,0.00336,0.61823,0.16976,0.18066,0.10788,1.65718,1.5428,0.00319,0.000374707,0.000374707,0.000374707
50,1101.21,1.77692,1.6512,0.00339,0.58815,0.16818,0.1796,0.10583,1.7263,1.54568,0.00331,0.000367639,0.000367639,0.000367639
51,1122.01,1.7674,1.57281,0.00303,0.56769,0.1745,0.18207,0.10771,1.69459,1.54147,0.00323,0.00036057,0.00036057,0.00036057
52,1143.54,1.78998,1.59323,0.0029,0.55359,0.17102,0.18486,0.10971,1.6821,1.53433,0.00324,0.000353501,0.000353501,0.000353501
53,1166.12,1.87661,1.5844,0.00291,0.53975,0.17693,0.18463,0.11004,1.69886,1.52429,0.00327,0.000346433,0.000346433,0.000346433
54,1188.19,1.82297,1.5577,0.00295,0.65654,0.19237,0.1852,0.1122,1.67397,1.50819,0.00323,0.000339364,0.000339364,0.000339364
55,1210.7,1.78915,1.6432,0.00312,0.6798,0.17822,0.17907,0.10794,1.67791,1.51243,0.00321,0.000332296,0.000332296,0.000332296
56,1232.42,1.77356,1.6976,0.00377,0.66345,0.19623,0.18035,0.10646,1.68572,1.51662,0.00323,0.000325227,0.000325227,0.000325227
57,1253.59,1.77539,1.63812,0.00327,0.5466,0.19398,0.1847,0.11134,1.66347,1.51217,0.00315,0.000318158,0.000318158,0.000318158
58,1274.99,1.82885,1.64471,0.00297,0.54913,0.19173,0.183,0.10921,1.67494,1.52394,0.00317,0.00031109,0.00031109,0.00031109
59,1296.83,1.80374,1.78947,0.00393,0.55507,0.19248,0.17638,0.10299,1.70051,1.54281,0.00325,0.000304021,0.000304021,0.000304021
60,1318.63,1.69257,1.53622,0.00288,0.578,0.19741,0.17929,0.10618,1.65555,1.52196,0.00317,0.000296953,0.000296953,0.000296953
61,1340.35,1.72046,1.61547,0.00314,0.55096,0.19904,0.18099,0.10771,1.644,1.49292,0.00315,0.000289884,0.000289884,0.000289884
62,1362.06,1.77613,1.57946,0.00297,0.66106,0.19435,0.1821,0.10907,1.66642,1.49647,0.00317,0.000282815,0.000282815,0.000282815
63,1383.49,1.83884,1.82095,0.00355,0.66146,0.19054,0.18408,0.10989,1.69401,1.50561,0.00323,0.000275747,0.000275747,0.000275747
64,1405.51,1.79763,1.68145,0.00332,0.71063,0.18046,0.18586,0.11083,1.68475,1.49039,0.00323,0.000268678,0.000268678,0.000268678
65,1427.42,1.79152,1.54424,0.00287,0.71096,0.18387,0.22045,0.13518,1.63661,1.47387,0.00312,0.00026161,0.00026161,0.00026161
66,1450.68,1.74401,1.52293,0.00302,0.62224,0.21321,0.22343,0.13754,1.62657,1.45919,0.00312,0.000254541,0.000254541,0.000254541
67,1473.48,1.7847,1.4999,0.00291,0.706,0.18827,0.20688,0.12589,1.63912,1.46039,0.00314,0.000247472,0.000247472,0.000247472
68,1495.26,1.76481,1.48574,0.0028,0.69553,0.19046,0.20568,0.12615,1.65336,1.45601,0.00317,0.000240404,0.000240404,0.000240404
69,1517.13,1.85762,1.53594,0.00286,0.58092,0.1869,0.20397,0.1232,1.6623,1.45219,0.00321,0.000233335,0.000233335,0.000233335
70,1538.9,1.78394,1.48825,0.00287,0.61819,0.1852,0.20515,0.12543,1.64034,1.45164,0.00314,0.000226267,0.000226267,0.000226267
71,1560.87,1.85291,1.49757,0.00294,0.60102,0.19068,0.20554,0.12435,1.63956,1.45421,0.00315,0.000219198,0.000219198,0.000219198
72,1582.34,1.79706,1.48579,0.00291,0.58967,0.18995,0.20582,0.12371,1.66018,1.463,0.00321,0.000212129,0.000212129,0.000212129
73,1603.94,1.80732,1.56917,0.00293,0.59837,0.18221,0.20347,0.12311,1.63026,1.46492,0.00311,0.000205061,0.000205061,0.000205061
74,1625.03,1.77783,1.52869,0.00314,0.71563,0.1828,0.19678,0.11935,1.63316,1.45741,0.00312,0.000197992,0.000197992,0.000197992
75,1646.7,1.67022,1.45486,0.00288,0.71711,0.18648,0.19464,0.11852,1.64053,1.45159,0.00313,0.000190924,0.000190924,0.000190924
76,1668.12,1.78807,1.47132,0.00287,0.71701,0.18653,0.1969,0.12013,1.65845,1.45038,0.00319,0.000183855,0.000183855,0.000183855
77,1689.53,1.79663,1.47132,0.00273,0.70896,0.19535,0.20207,0.12289,1.66369,1.44892,0.00322,0.000176786,0.000176786,0.000176786
78,1711.39,1.73128,1.41616,0.00288,0.69406,0.20136,0.20922,0.12636,1.64614,1.45601,0.00317,0.000169718,0.000169718,0.000169718
79,1732.71,1.78135,1.46854,0.00283,0.70276,0.19566,0.21056,0.12927,1.6232,1.44704,0.0031,0.000162649,0.000162649,0.000162649
80,1755.05,1.72757,1.67485,0.00332,0.72484,0.19496,0.20995,0.12916,1.62204,1.44595,0.00311,0.000155581,0.000155581,0.000155581
81,1776.48,1.82866,1.5104,0.00302,0.70872,0.19804,0.20844,0.12832,1.61376,1.44167,0.0031,0.000148512,0.000148512,0.000148512
82,1799.07,1.84647,1.49416,0.0029,0.70656,0.19504,0.20958,0.1282,1.60947,1.43914,0.00307,0.000141443,0.000141443,0.000141443
83,1820.56,1.6914,1.51113,0.00279,0.72887,0.1933,0.2097,0.12541,1.63752,1.44521,0.00313,0.000134375,0.000134375,0.000134375
84,1841.64,1.75439,1.45708,0.00287,0.71454,0.19201,0.21087,0.12562,1.66423,1.44609,0.0032,0.000127306,0.000127306,0.000127306
85,1862.93,1.82145,1.6059,0.00345,0.69304,0.19264,0.20919,0.12464,1.66322,1.44646,0.00319,0.000120238,0.000120238,0.000120238
86,1884.42,1.76208,1.47704,0.00286,0.67935,0.20613,0.20782,0.12615,1.63917,1.43649,0.00313,0.000113169,0.000113169,0.000113169
87,1905.6,1.75584,1.42716,0.00287,0.53242,0.22669,0.21723,0.13297,1.61721,1.43114,0.0031,0.0001061,0.0001061,0.0001061
88,1927.83,1.81337,1.48141,0.00303,0.54538,0.24351,0.21537,0.1323,1.61455,1.4321,0.0031,9.90318e-05,9.90318e-05,9.90318e-05
89,1949.65,1.77242,1.44954,0.00291,0.56185,0.25335,0.21494,0.13256,1.61651,1.42882,0.00311,9.19632e-05,9.19632e-05,9.19632e-05
90,1971.57,1.76377,1.48819,0.00299,0.56277,0.25279,0.21399,0.13183,1.61461,1.42542,0.00309,8.48946e-05,8.48946e-05,8.48946e-05
91,1990.83,1.70076,1.62602,0.00298,0.57556,0.19558,0.20483,0.12489,1.62159,1.44208,0.00308,7.7826e-05,7.7826e-05,7.7826e-05
92,2010,1.68975,1.7299,0.00298,0.57183,0.1895,0.20084,0.12166,1.63056,1.45663,0.0031,7.07574e-05,7.07574e-05,7.07574e-05
93,2029.22,1.76182,1.65576,0.00314,0.54935,0.199,0.19411,0.11753,1.63099,1.48074,0.00312,6.36888e-05,6.36888e-05,6.36888e-05
94,2048.18,1.89505,1.64099,0.00326,0.54672,0.19846,0.18371,0.11135,1.6385,1.49609,0.00314,5.66202e-05,5.66202e-05,5.66202e-05
95,2067.29,1.74653,1.69099,0.00349,0.55023,0.18413,0.17949,0.10908,1.64367,1.51429,0.00315,4.95516e-05,4.95516e-05,4.95516e-05
96,2086.33,1.67552,1.64469,0.00311,0.55018,0.18562,0.17682,0.10739,1.64506,1.53009,0.00317,4.2483e-05,4.2483e-05,4.2483e-05
97,2105.26,1.6294,1.56285,0.00288,0.54767,0.18174,0.17649,0.10674,1.64514,1.53457,0.00317,3.54144e-05,3.54144e-05,3.54144e-05
98,2124.49,1.71566,1.63119,0.003,0.5431,0.18324,0.1734,0.10557,1.64597,1.54466,0.00318,2.83458e-05,2.83458e-05,2.83458e-05
99,2143.33,1.74437,1.67732,0.00306,0.54471,0.18259,0.173,0.10567,1.64535,1.5398,0.00317,2.12772e-05,2.12772e-05,2.12772e-05
100,2162.16,1.80262,1.61008,0.00305,0.54613,0.18317,0.17298,0.10582,1.64751,1.54258,0.00317,1.42086e-05,1.42086e-05,1.42086e-05
